   3.2156989e+02	   0.0000000e+00	
   3.2167780e+02	   0.0000000e+00	
   3.2178574e+02	   1.0445782e-02	
   3.2189368e+02	   0.0000000e+00	
   3.2200162e+02	   0.0000000e+00	
   3.2210956e+02	   0.0000000e+00	
   3.2221753e+02	   3.7500769e-02	
   3.2232547e+02	   1.6308922e-02	
   3.2243344e+02	   1.0540311e-01	
   3.2254141e+02	   1.5806032e-03	
   3.2264941e+02	   4.6998739e-02	
   3.2275739e+02	   0.0000000e+00	
   3.2286539e+02	   2.1445529e-02	
   3.2297339e+02	   0.0000000e+00	
   3.2308139e+02	   0.0000000e+00	
   3.2318939e+02	   0.0000000e+00	
   3.2329739e+02	   0.0000000e+00	
   3.2340543e+02	   0.0000000e+00	
   3.2351346e+02	   0.0000000e+00	
   3.2362149e+02	   0.0000000e+00	
   3.2372952e+02	   0.0000000e+00	
   3.2383759e+02	   0.0000000e+00	
   3.2394565e+02	   0.0000000e+00	
   3.2405371e+02	   1.7534128e-02	
   3.2416177e+02	   3.0222006e-03	
   3.2426984e+02	   0.0000000e+00	
   3.2437790e+02	   8.2615355e-02	
   3.2448599e+02	   3.8051366e-02	
   3.2459409e+02	   8.2698013e-02	
   3.2470218e+02	   1.8152827e-02	
   3.2481027e+02	   1.7692307e-02	
   3.2491840e+02	   4.3010956e-02	
   3.2502652e+02	   0.0000000e+00	
   3.2513464e+02	   0.0000000e+00	
   3.2524277e+02	   0.0000000e+00	
   3.2535089e+02	   0.0000000e+00	
   3.2545901e+02	   0.0000000e+00	
   3.2556717e+02	   0.0000000e+00	
   3.2567532e+02	   0.0000000e+00	
   3.2578348e+02	   0.0000000e+00	
   3.2589163e+02	   0.0000000e+00	
   3.2599982e+02	   0.0000000e+00	
   3.2610800e+02	   0.0000000e+00	
   3.2621619e+02	   1.8754474e-02	
   3.2632437e+02	   1.6738670e-02	
   3.2643256e+02	   1.3402581e-02	
   3.2654077e+02	   1.1118771e-02	
   3.2664896e+02	   5.8065874e-02	
   3.2675717e+02	   0.0000000e+00	
   3.2686539e+02	   3.4339974e-02	
   3.2697363e+02	   1.7313648e-02	
   3.2708185e+02	   0.0000000e+00	
   3.2719009e+02	   1.8967110e-02	
   3.2729834e+02	   3.7356118e-02	
   3.2740659e+02	   0.0000000e+00	
   3.2751483e+02	   0.0000000e+00	
   3.2762311e+02	   0.0000000e+00	
   3.2773135e+02	   0.0000000e+00	
   3.2783963e+02	   0.0000000e+00	
   3.2794791e+02	   0.0000000e+00	
   3.2805621e+02	   0.0000000e+00	
   3.2816449e+02	   0.0000000e+00	
   3.2827280e+02	   3.0064098e-03	
   3.2838110e+02	   1.6940096e-01	
   3.2848941e+02	   0.0000000e+00	
   3.2859772e+02	   5.0647237e-02	
   3.2870602e+02	   6.0323755e-02	
   3.2881436e+02	   1.5855025e-02	
   3.2892270e+02	   8.0329590e-02	
   3.2903104e+02	   0.0000000e+00	
   3.2913937e+02	   4.0609254e-03	
   3.2924774e+02	   0.0000000e+00	
   3.2935611e+02	   5.7345249e-02	
   3.2946445e+02	   0.0000000e+00	
   3.2957281e+02	   0.0000000e+00	
   3.2968121e+02	   0.0000000e+00	
